NAME,ADDRESS,REVIEW_COUNT,CATEGORY,RATING,LATITUDE,LONGITUDE,PRICE,DISPLAY_PHONE,ZIP_CODE,URL,IMAGE_URL
Indian Street Cravings,"Boston, MA 02108",3,indpak Indian foodtrucks Food Trucks,3.3,42.357671984,-71.065035089,,(978) 707-4447,2108,https://www.yelp.com/biz/indian-street-cravings-boston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/dJ3n_aR6qeJ0eKrOwZQTPw/o.jpg
Grand India,"1671 Beacon St, Brookline, MA 02445",19,indpak Indian coffee Coffee Tea seafood Seafood,4.7,42.338485804,-71.137496312,,(617) 879-0544,2445,https://www.yelp.com/biz/grand-india-brookline?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media3.fl.yelpcdn.com/bphoto/MedDyTcBsk_5iJRpZ4q7Bg/o.jpg
Nirvana The Taste of India,"1680 Mass Ave, Cambridge, MA 02138",298,indpak Indian cocktailbars Cocktail Bars,4.0,42.382457,-71.119966,$$,(617) 441-5566,2138,https://www.yelp.com/biz/nirvana-the-taste-of-india-cambridge?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media4.fl.yelpcdn.com/bphoto/B8ptFYxJyd5ubpRaUO7bLw/o.jpg
Tanjore,"878 Massachusetts Ave, Cambridge, MA 02139",15,indpak Indian newamerican New American sportsbars Sports Bars,3.9,42.36769658,-71.1078825,,(617) 868-1900,2139,https://www.yelp.com/biz/tanjore-cambridge-4?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media1.fl.yelpcdn.com/bphoto/BOYN8s5C6_7Spru3g1OObA/o.jpg
Tiranga Indian Street Food,"17 Beale St, Quincy, MA 02170",26,indpak Indian vegetarian Vegetarian vegan Vegan,3.8,42.267478277,-71.016880964,,(781) 927-4216,2170,https://www.yelp.com/biz/tiranga-indian-street-food-quincy-2?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media4.fl.yelpcdn.com/bphoto/asz-RsFGJjAnn08sbYRudQ/o.jpg
Bati by Shanti,"80 Causeway St, Boston, MA 02114",3,indpak Indian,4.0,42.36463,-71.062433,,,2114,https://www.yelp.com/biz/bati-by-shanti-boston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/97zpzbOGq6-pIlFq3qGsvA/o.jpg
Zuzu Momo,"291 Main St, Everett, MA 02149",181,indpak Indian himalayan HimalayanNepalese bars Bars,4.2,42.410743,-71.062405,$$,(617) 917-8140,2149,https://www.yelp.com/biz/zuzu-momo-everett?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media3.fl.yelpcdn.com/bphoto/YJpn1BhvthdN9m4Kx5pHZg/o.jpg
Tikki Masala,"3706 Washington St, Jamaica Plain, MA 02130",215,indpak Indian,3.9,42.300394,-71.113018,$$,(617) 942-2966,2130,https://www.yelp.com/biz/tikki-masala-jamaica-plain?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/ceBHhDVrEkfZnMDgHTH_tg/o.jpg
Himalayan Bistro,"1735 Centre St, West Roxbury, MA 02132",343,himalayan HimalayanNepalese indpak Indian,3.8,42.287444098,-71.149749271,$$,(617) 325-3500,2132,https://www.yelp.com/biz/himalayan-bistro-west-roxbury-5?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/Ku7Ahy2Ww4f9muHUk6Pg0g/o.jpg
Singh's Roti Shop,"554 Columbia Rd, Dorchester, MA 02125",298,trinidadian Trinidadian,3.9,42.31630604,-71.0662012,$,(617) 282-7977,2125,https://www.yelp.com/biz/singhs-roti-shop-dorchester?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media3.fl.yelpcdn.com/bphoto/h14tL44kd29RUkrPDaDy6A/o.jpg
Zam Zam,"42 Riverside Ave, Medford, MA 02155",141,indpak Indian halal Halal pakistani Pakistani,4.1,42.417913824,-71.108367741,$$,(781) 391-1200,2155,https://www.yelp.com/biz/zam-zam-medford?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/lBRz8PZo2tSEL-Z8ieA6gw/o.jpg
Guru The Caterer,"1295 Broadway, Somerville, MA 02144",488,indpak Indian halal Halal,4.3,42.40574,-71.13081,$,(617) 718-0078,2144,https://www.yelp.com/biz/guru-the-caterer-somerville-2?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/S86qTBUT2EJGFN3pXq9GLw/o.jpg
Shanti Restaurant - Roslindale,"4197 Washington St, Roslindale, MA 02131",196,indpak Indian,4.1,42.287161676,-71.127684287,$$,(617) 325-3900,2131,https://www.yelp.com/biz/shanti-restaurant-roslindale-roslindale-5?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/MWQti7O_Rs2fsZzF5VZNiw/o.jpg
Vaisakhi Indian Kitchen,"157 Sutherland Rd, Boston, MA 02135",156,indpak Indian,4.2,42.341073,-71.1468205,$$,(617) 487-8941,2135,https://www.yelp.com/biz/vaisakhi-indian-kitchen-boston-2?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/NQidEfCnCqjQGQQ0PEW8dA/o.jpg
India Pavilion,"17 Central Sq, Cambridge, MA 02139",423,indpak Indian,3.5,42.3654119,-71.1045342,$$,(617) 547-7463,2139,https://www.yelp.com/biz/india-pavilion-cambridge?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media1.fl.yelpcdn.com/bphoto/JEmIXIzCcbmp864DwKahuQ/o.jpg
Ali's Roti Restaurant,"1188 Blue Hill Ave, Mattapan, MA 02126",111,trinidadian Trinidadian,4.1,42.2837699,-71.09133,$,(617) 298-9850,2126,https://www.yelp.com/biz/alis-roti-restaurant-mattapan?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/W1MU5HbkTQS4C9DhNKTUqQ/o.jpg
Manosalwa Kabob & Grill,"18 Norwood St, Everett, MA 02149",5,halal Halal indpak Indian pakistani Pakistani,4.2,42.40719,-71.05662,,(617) 389-1800,2149,https://www.yelp.com/biz/manosalwa-kabob-and-grill-everett?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/7lXQyU17X8upNhG73j9VfQ/o.jpg
Silk Road Uyghur Cuisine,"645 Cambridge St, Cambridge, MA 02141",222,chinese Chinese halal Halal asianfusion Asian Fusion,4.0,42.37211,-71.08712,$$,(617) 945-1909,2141,https://www.yelp.com/biz/silk-road-uyghur-cuisine-cambridge?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media3.fl.yelpcdn.com/bphoto/nyj2Oj8QlNbsHBtr0JTH6g/o.jpg
Darbar,"130 N Beacon St, Boston, MA 02135",214,pakistani Pakistani halal Halal indpak Indian,3.6,42.354875625,-71.144702621,$$,(617) 779-8800,2135,https://www.yelp.com/biz/darbar-boston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/vdDl6LWJ6uy8gCOJ5VS95w/o.jpg
D Coal Pot,"984 Hyde Park Ave, Hyde Park, MA 02136",57,trinidadian Trinidadian,4.3,42.265945,-71.121074,$,(857) 345-9512,2136,https://www.yelp.com/biz/d-coal-pot-hyde-park?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/Cu27ky1y0LEfYTVPc7vnGw/o.jpg
Rami's,"324 Harvard St, Brookline, MA 02446",448,mideastern Middle Eastern kosher Kosher,3.9,42.343383645,-71.12359821,$$,(617) 738-3577,2446,https://www.yelp.com/biz/ramis-brookline?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/MCTRQTKxSrF452PE8AKdmQ/o.jpg
Halal Indian Cuisine,"736 Huntington Ave, Boston, MA 02115",144,indpak Indian halal Halal,3.3,42.3338302,-71.1052057,$$,(617) 232-5000,2115,https://www.yelp.com/biz/halal-indian-cuisine-boston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/OCgX4lVU-qhaS1WAXdgbMg/o.jpg
JP Roti Shop,"482 Washington St, Boston, MA 02124",50,indpak Indian trinidadian Trinidadian,3.9,42.294651864,-71.071761413,$$,(617) 825-4860,2124,https://www.yelp.com/biz/jp-roti-shop-boston-3?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media4.fl.yelpcdn.com/bphoto/V5eZGTMqTuNm_X4I9zls1A/o.jpg
Al Wadi,"1249 Vfw Pkwy, West Roxbury, MA 02132",343,lebanese Lebanese,4.0,42.277212,-71.172695,$$,(617) 325-3254,2132,https://www.yelp.com/biz/al-wadi-west-roxbury-3?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media1.fl.yelpcdn.com/bphoto/tu4msyKLgOnEyJqAZJR-xg/o.jpg
Passage to India,"3 Glassworks Ave, Cambridge, MA 02141",276,indpak Indian seafood Seafood beerbar Beer Bar,3.5,42.370972775,-71.075440825,$$,(617) 497-6113,2141,https://www.yelp.com/biz/passage-to-india-cambridge?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media4.fl.yelpcdn.com/bphoto/Ol9scNbHY06Akqmi0hnmCg/o.jpg
Seoul Soulongtang,"1245 Commonwealth Ave, Boston, MA 02134",652,korean Korean soup Soup,3.8,42.35025153,-71.131804072,$$,(617) 505-6771,2134,https://www.yelp.com/biz/seoul-soulongtang-boston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media3.fl.yelpcdn.com/bphoto/TU_oRmLxhEYOw2B32OGpQg/o.jpg
Seoul Jangteo,"151 Brighton Ave, Boston, MA 02134",191,korean Korean chinese Chinese noodles Noodles,3.8,42.35321,-71.13184,$$,(617) 254-2775,2134,https://www.yelp.com/biz/seoul-jangteo-boston-3?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media3.fl.yelpcdn.com/bphoto/Qtbzl3R6Sl7aMJZCq2-1Dg/o.jpg
Baanga Korean Cuisine,"636 Beacon St, Boston, MA 02215",21,korean Korean,3.2,42.34958,-71.09524,,(617) 936-4252,2215,https://www.yelp.com/biz/baanga-korean-cuisine-boston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media1.fl.yelpcdn.com/bphoto/WOl5oJ0M5w120j3yv77ivg/o.jpg
Kaju Tofu House,"58 Harvard Ave, Allston, MA 02134",791,korean Korean,3.9,42.35446,-71.13226,$$,(617) 208-8540,2134,https://www.yelp.com/biz/kaju-tofu-house-allston-2?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media3.fl.yelpcdn.com/bphoto/tXglGepW9wHfxSBbXrtimw/o.jpg
Seoul Topokki,"166 Harvard Ave, Boston, MA 02134",165,korean Korean,4.0,42.3515284,-71.1314382,$$,(617) 787-5656,2134,https://www.yelp.com/biz/seoul-topokki-boston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media1.fl.yelpcdn.com/bphoto/LJM5P1VLaFEVwQEZtAWLSQ/o.jpg
Coreanos Allston,"172 Brighton Ave, Allston, MA 02134",623,korean Korean asianfusion Asian Fusion mexican Mexican,4.3,42.352978931,-71.1330635,$$,(617) 208-8822,2134,https://www.yelp.com/biz/coreanos-allston-allston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/f0V6meSGqz_44qSw7kcmnw/o.jpg
