name,address,review_count,category,rating,Latitude,Longitude,price,display_phone,zip_code,url,image_url
Somaek,"11 Temple Pl, Boston, MA 02111",20,korean Korean,4,42.355284,-71.062563,,(857) 449-9003,02111,https://www.yelp.com/biz/somaek-boston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/GwvViJxnteSQfsHSsTOOxw/o.jpg
Gopchang Story,"973 Commonwealth Ave, Boston, MA 02215",116,korean Korean,3.6,42.352,-71.11969,$$$,(617) 208-8276,02215,https://www.yelp.com/biz/gopchang-story-boston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media4.fl.yelpcdn.com/bphoto/Cz5kgyIn7g4oesaLTxC2vA/o.jpg
Kaju Tofu House,"636 Beacon St, Boston, MA 02215",152,korean Korean,3.7,42.34960466045495,-71.0952588,$$,(617) 936-4252,02215,https://www.yelp.com/biz/kaju-tofu-house-boston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media1.fl.yelpcdn.com/bphoto/eLji0Kd2t9wBMQxwG1Wy1A/o.jpg
Koreana,"158 Prospect St, Cambridge, MA 02139",883,korean Korean japanese Japanese bbq Barbeque,3.4,42.36913052251199,-71.101008,$$$,(617) 576-8661,02139,https://www.yelp.com/biz/koreana-cambridge?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media4.fl.yelpcdn.com/bphoto/QaSXbu_uDonrVVFFefKRAw/o.jpg
Kimchipapi Kitchen,"81 Harvard Ave, Allston, MA 02134",299,korean Korean poke Poke hotdog Hot Dogs,4.3,42.3535219,-71.132465,$$,(617) 208-8005,02134,https://www.yelp.com/biz/kimchipapi-kitchen-allston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/CtVdJxxpam_c7Y2MVWxgsg/o.jpg
Seoul - Boston,"156 Cambridge St, Boston, MA 02114",369,korean Korean sushi Sushi Bars japanese Japanese,3.4,42.36099,-71.06467,$$,(617) 973-6680,02114,https://www.yelp.com/biz/seoul-boston-boston-2?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media1.fl.yelpcdn.com/bphoto/PumIPOl9SIyiyEmlrVKUWg/o.jpg
Omi Korean Grill,"267 Huntington Ave, Boston, MA 02115",32,korean Korean bbq Barbeque seafood Seafood,3.1,42.34213651463778,-71.08605744434553,,(617) 579-8999,02115,https://www.yelp.com/biz/omi-korean-grill-boston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media3.fl.yelpcdn.com/bphoto/qXXA6If7vQRJbMNHmtn20g/o.jpg
Hanmaru,"168 Harvard Ave, Allston, MA 02134",227,korean Korean japanese Japanese asianfusion Asian Fusion,3.7,42.35146531341845,-71.13134715597864,$$,(617) 779-7907,02134,https://www.yelp.com/biz/hanmaru-allston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media4.fl.yelpcdn.com/bphoto/7id3TLd3pjxkgvTjdyuDHA/o.jpg
Buk Kyung,"9A Union Sq, Somerville, MA 02143",298,korean Korean seafood Seafood,3.7,42.3795017685534,-71.0955993,$$,(617) 623-7220,02143,https://www.yelp.com/biz/buk-kyung-somerville?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media4.fl.yelpcdn.com/bphoto/jNRLwSvSLZGxcX3iifsi_w/o.jpg
Koy,"16 North St, Boston, MA 02109",747,korean Korean asianfusion Asian Fusion sushi Sushi Bars,3.9,42.3605931357964,-71.056273070639,$$,(857) 991-1483,02109,https://www.yelp.com/biz/koy-boston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media1.fl.yelpcdn.com/bphoto/v0b4D2yu0Y8czT9I_hRk7w/o.jpg
Kong Dog,"236 Elm St, Somerville, MA 02144",105,korean Korean bubbletea Bubble Tea hotdog Hot Dogs,3.6,42.39485,-71.12187,,(617) 764-5888,02144,https://www.yelp.com/biz/kong-dog-somerville?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/7-2JmoOD0QgcMud0opXRjg/o.jpg
Perillas - Boston,"380 Western Ave, Boston, MA 02134",33,korean Korean,4.2,42.3627322681188,-71.1376957163499,,,02134,https://www.yelp.com/biz/perillas-boston-boston-2?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media4.fl.yelpcdn.com/bphoto/OvhLoy77ptC6mDuZWp3YkA/o.jpg
Korean Garden Restaurant,"122 Harvard Ave, Allston, MA 02134",322,korean Korean,3,42.3524765,-71.1317555,$$,(617) 562-8989,02134,https://www.yelp.com/biz/korean-garden-restaurant-allston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media3.fl.yelpcdn.com/bphoto/SNd2xAydK7QHpE2xoWKfUw/o.jpg
Myung Dong 1st Ave,"90 Harvard Ave, Allston, MA 02134",367,korean Korean bars Bars,3.2,42.3533858,-71.13187179508917,$$,(617) 206-3229,02134,https://www.yelp.com/biz/myung-dong-1st-ave-allston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media1.fl.yelpcdn.com/bphoto/3GAuYA9npVLsybRO60MSgw/o.jpg
Bibim Box,"84 Mass Ave, Cambridge, MA 02138",2,korean Korean,4,42.35901399999999,-71.0947224,,(781) 561-5808,02138,https://www.yelp.com/biz/bibim-box-cambridge?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/2yFsD2HUoR4J8DR5FHiZ8g/o.jpg
Woori,"9 Medford St, Arlington, MA 02474",205,korean Korean,3.9,42.414888292551,-71.1509826779366,$$,(781) 648-4781,02474,https://www.yelp.com/biz/woori-arlington?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media3.fl.yelpcdn.com/bphoto/LhBBTNAOXwPc3E2C3aOl0w/o.jpg
BAB Korean Bistro - Malden,"205 Centre St, Malden, MA 02148",42,korean Korean,4,42.42504,-71.06701,,(781) 322-5333,02148,https://www.yelp.com/biz/bab-korean-bistro-malden-malden?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media4.fl.yelpcdn.com/bphoto/jRPbGzn_uR3QhV2JvAZBiQ/o.jpg
OliToki,"76 Brighton Ave, Boston, MA 02134",191,korean Korean asianfusion Asian Fusion mexican Mexican,4.1,42.352425,-71.128841,$,(617) 202-5038,02134,https://www.yelp.com/biz/olitoki-boston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/TIPciCrEo7mPNdVIQQF4tw/o.jpg
Sura Korean Bbq,"27 Riverside Ave, Medford, MA 02155",435,korean Korean bbq Barbeque buffets Buffets,3.5,42.41782748728295,-71.10870713421329,$$$,(781) 391-5606,02155,https://www.yelp.com/biz/sura-korean-bbq-medford?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media4.fl.yelpcdn.com/bphoto/c1XBumjtQ7905I_QATGhJQ/o.jpg
bb.q Chicken Kenmore,"636 Beacon St, Boston, MA 02215",43,korean Korean chickenwings Chicken Wings chickenshop Chicken Shop,4,42.34958,-71.09524,,(617) 208-8823,02215,https://www.yelp.com/biz/bb-q-chicken-kenmore-boston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/uQh2YFB00weAszgf9todJw/o.jpg
Bonchon,"123 Brighton Ave, Boston, MA 02134",1226,korean Korean chickenwings Chicken Wings asianfusion Asian Fusion,3.6,42.35304,-71.13089,$$,(617) 254-8888,02134,https://www.yelp.com/biz/bonchon-boston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/ZomutXOdHvUPHE-NqhTBSg/o.jpg
Fiya Chicken,"1024 Commonwealth Ave, Boston, MA 02215",161,chickenwings Chicken Wings korean Korean sandwiches Sandwiches,4,42.351478,-71.121847,$$,(617) 302-6082,02215,https://www.yelp.com/biz/fiya-chicken-boston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media4.fl.yelpcdn.com/bphoto/kvXbB4G7knC5_u2Yr038tQ/o.jpg
Haju Kitchen,"175 Massachusetts Ave, Boston, MA 02115",155,korean Korean,3.4,42.3458242,-71.0874054,$$,(617) 982-7118,02115,https://www.yelp.com/biz/haju-kitchen-boston-3?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/ircCc68bmNN0smGI-IfXxA/o.jpg
bb.q Chicken - Jamaica Plain,"654 Ctr St, Jamaica Plain, MA 02130",6,korean Korean chickenshop Chicken Shop chickenwings Chicken Wings,4,42.313042,-71.113939,,(617) 942-8830,02130,https://www.yelp.com/biz/bb-q-chicken-jamaica-plain-jamaica-plain?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media1.fl.yelpcdn.com/bphoto/TNWb23xaO8Us1R92aljocA/o.jpg
bb.q Chicken Boylston,"62 Boylston St, Boston, MA 02116",28,korean Korean chickenshop Chicken Shop chickenwings Chicken Wings,3.6,42.35210413270776,-71.06435583542093,,(617) 423-6888,02116,https://www.yelp.com/biz/bb-q-chicken-boylston-boston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media1.fl.yelpcdn.com/bphoto/Dqp03GVDNMir1LIQLTqvNw/o.jpg
Bonchon,"57 John F Kennedy St, Cambridge, MA 02138",521,korean Korean chickenwings Chicken Wings asianfusion Asian Fusion,3.2,42.37204,-71.12073,$$,(617) 758-3988,02138,https://www.yelp.com/biz/bonchon-cambridge-13?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media3.fl.yelpcdn.com/bphoto/tt633JInC1aJBjcqW6V1gA/o.jpg
bb.q Chicken Allston,"182 Harvard Ave, Boston, MA 02134",365,korean Korean chickenshop Chicken Shop chickenwings Chicken Wings,3.4,42.3510668744508,-71.1311665177345,$$,(617) 903-3359,02134,https://www.yelp.com/biz/bb-q-chicken-allston-boston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media3.fl.yelpcdn.com/bphoto/S5R4dHlOSQSgvkbqeQFq4Q/o.jpg
Bell86,"308 Harvard St, Brookline, MA 02446",1,korean Korean,5,42.34287555806477,-71.12342944443033,,(617) 505-5723,02446,https://www.yelp.com/biz/bell86-brookline?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,
Ichiban Yakitori Sushi House,"14 Westland Ave, Boston, MA 02115",227,korean Korean asianfusion Asian Fusion japanese Japanese,3.8,42.3433111789979,-71.0866500982307,$$,(617) 236-7907,02115,https://www.yelp.com/biz/ichiban-yakitori-sushi-house-boston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media1.fl.yelpcdn.com/bphoto/xDoC3ZfGn6XfS07L1giphg/o.jpg
bb.q Chicken Cambridge,"736 Massachusetts Ave, Cambridge, MA 02139",14,korean Korean chickenwings Chicken Wings chickenshop Chicken Shop,3.4,42.366048,-71.105278,,(617) 945-7676,02139,https://www.yelp.com/biz/bb-q-chicken-cambridge-cambridge-3?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media4.fl.yelpcdn.com/bphoto/j6EWU21MoLkrg_pjfPVoFg/o.jpg
BiBim Box,"196 Quincy St, Boston, MA 02125",24,foodtrucks Food Trucks korean Korean,4.5,42.313084,-71.074242,,(781) 561-5808,02125,https://www.yelp.com/biz/bibim-box-boston-2?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media1.fl.yelpcdn.com/bphoto/JjAnufGHRd2Q_1vIwvhp9w/o.jpg
Ginger Exchange,"98 Main St, Watertown, MA 02472",87,asianfusion Asian Fusion korean Korean,3.4,42.3667662236864,-71.18692151412444,,(617) 393-9889,02472,https://www.yelp.com/biz/ginger-exchange-watertown?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media1.fl.yelpcdn.com/bphoto/JHhV9Do52qdSToEFYABolQ/o.jpg
Inchu,"401 Park Dr, Time Out Market, Boston, MA 02215",18,korean Korean popuprestaurants PopUp Restaurants asianfusion Asian Fusion,3.8,42.34421822501666,-71.10257023855645,,,02215,https://www.yelp.com/biz/inchu-boston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/JpYVxcViuQmvbbFHPlPmaw/o.jpg
Misono,"669 Vfw Pkwy, Chestnut Hill, MA 02467",242,japanese Japanese korean Korean sushi Sushi Bars,3.5,42.2963127599112,-71.1569080341349,$$,(617) 325-9919,02467,https://www.yelp.com/biz/misono-chestnut-hill?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media4.fl.yelpcdn.com/bphoto/Qd86bzSiSN0j2d_7HE4UCQ/o.jpg
Bonne Chance Cafe,"77 Canal St, Boston, MA 02114",59,salad Salad breakfastbrunch Breakfast Brunch korean Korean,4.4,42.36421,-71.05952,$,(617) 742-3115,02114,https://www.yelp.com/biz/bonne-chance-cafe-boston-2?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media4.fl.yelpcdn.com/bphoto/rJYihrgJ4c90VjXMusyKOw/o.jpg
Bonchon,"65 Newport Ave, Ste 7, Quincy, MA 02171",40,asianfusion Asian Fusion chickenwings Chicken Wings korean Korean,3,42.2709673,-71.0274754,,(617) 657-5008,02171,https://www.yelp.com/biz/bonchon-quincy?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media3.fl.yelpcdn.com/bphoto/vkLo_nI6lVrJ9BAk8quW-A/o.jpg
JP Seafood Cafe,"730 Centre St, Jamaica Plain, MA 02130",380,japanese Japanese korean Korean seafood Seafood,3.8,42.310854779926,-71.1144268512726,$$,(617) 983-5177,02130,https://www.yelp.com/biz/jp-seafood-cafe-jamaica-plain?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media4.fl.yelpcdn.com/bphoto/GKcMEmEAdMFjSGGeYgEXRg/o.jpg
bb.q Chicken North Quincy,"60 Billings Rd, Quincy, MA 02171",80,chickenshop Chicken Shop korean Korean chickenwings Chicken Wings,3.6,42.27413,-71.02464,$$,(617) 786-8788,02171,https://www.yelp.com/biz/bb-q-chicken-north-quincy-quincy?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media2.fl.yelpcdn.com/bphoto/sm55V15p5IEfoA6EDnFLMg/o.jpg
Nowon,"117 Seaport Blvd, Boston, MA 02210",0,gastropubs Gastropubs korean Korean,0,42.35103705466907,-71.044828,,,02210,https://www.yelp.com/biz/nowon-boston?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,
Ginger Exchange Express,"1181 Massachusetts Ave, Arlington, MA 02476",23,sushi Sushi Bars korean Korean asianfusion Asian Fusion,3.2,42.42363348468683,-71.17504191165665,,(781) 316-8898,02476,https://www.yelp.com/biz/ginger-exchange-express-arlington?adjust_creative=LZkXjIasaeGxsBSkACtcwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LZkXjIasaeGxsBSkACtcwQ,https://s3-media3.fl.yelpcdn.com/bphoto/fIPmbQjpkXuauiWE6_ijQw/o.jpg
